"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"12.03.2019","127.711,39","127.114,80","128.156,41","126.584,15","779,87M","1,09%"
"11.03.2019","126.332,41","127.507,37","128.097,54","126.081,43","732,27M","-0,61%"
"08.03.2019","127.108,29","128.045,87","128.240,62","126.271,71","736,20M","-0,66%"
"07.03.2019","127.952,82","129.900,24","130.403,19","127.939,33","961,09M","-1,06%"
"06.03.2019","129.328,21","130.256,02","131.341,42","129.151,40","846,51M","-0,45%"
"05.03.2019","129.907,91","130.169,49","131.383,69","129.537,29","1,17B","-0,50%"
"04.03.2019","130.560,63","129.761,75","131.089,06","129.548,83","898,93M","0,89%"
"01.03.2019","129.410,57","131.495,89","131.687,25","129.062,52","884,35M","-1,46%"
"28.02.2019","131.328,11","130.881,56","132.059,63","130.814,58","810,86M","0,44%"
"27.02.2019","130.758,40","131.961,56","132.161,97","130.710,84","880,88M","-0,90%"
"26.02.2019","131.946,59","130.750,64","131.946,59","130.295,70","839,28M","0,78%"
"25.02.2019","130.920,49","130.421,41","132.001,08","130.421,41","992,73M","1,09%"
"22.02.2019","129.511,94","129.153,09","129.881,33","128.781,11","723,82M","0,64%"
"21.02.2019","128.686,31","128.261,08","129.269,43","127.695,37","755,76M","0,41%"
"20.02.2019","128.163,21","128.478,19","129.154,65","127.638,35","771,06M","-0,01%"
"19.02.2019","128.172,24","128.323,72","128.499,10","126.816,48","844,67M","-0,00%"
"18.02.2019","128.173,19","129.760,30","130.135,59","128.173,19","907,63M","-1,11%"
"15.02.2019","129.612,03","128.672,23","129.974,52","127.507,30","947,80M","0,64%"
"14.02.2019","128.785,77","128.328,39","129.433,80","126.984,73","1,09B","0,67%"
"13.02.2019","127.934,30","131.320,66","131.484,33","127.931,66","1,07B","-1,99%"
"12.02.2019","130.537,53","131.739,14","132.145,61","130.005,04","1,05B","-0,66%"
"11.02.2019","131.407,86","129.862,40","131.820,55","129.831,60","941,65M","2,09%"
"08.02.2019","128.712,27","128.694,45","129.120,85","128.296,86","712,49M","-0,33%"
"07.02.2019","129.138,46","129.088,68","129.323,42","127.940,94","892,25M","0,21%"
"06.02.2019","128.869,72","129.527,62","129.766,30","127.669,30","1,02B","-0,06%"
"05.02.2019","128.951,16","129.309,05","130.782,63","127.955,86","1,14B","0,28%"
"04.02.2019","128.596,57","129.623,72","130.281,83","128.162,17","729,30M","-0,70%"
"01.02.2019","129.506,02","131.135,78","131.456,63","129.138,66","917,09M","-1,29%"
"31.01.2019","131.194,38","133.077,59","133.621,28","130.308,57","1,40B","-0,08%"
"30.01.2019","131.303,77","131.288,02","132.314,59","130.388,48","1,17B","0,06%"
"29.01.2019","131.221,28","127.664,27","131.221,28","127.296,78","1,03B","2,86%"
"28.01.2019","127.576,39","128.267,68","129.625,14","127.506,49","894,37M","-0,55%"
"25.01.2019","128.276,41","128.926,02","129.152,01","127.729,70","969,54M","-0,11%"
"24.01.2019","128.422,69","126.860,70","128.422,69","126.603,49","1,15B","1,57%"
"23.01.2019","126.442,15","126.044,51","127.041,30","125.037,88","1,16B","0,37%"
"22.01.2019","125.973,93","123.660,41","125.973,93","123.433,71","1,16B","1,92%"
"21.01.2019","123.597,45","124.606,37","126.215,19","123.170,82","1,15B","-0,67%"
"18.01.2019","124.427,99","122.865,03","124.740,84","122.606,77","1,02B","1,70%"
"17.01.2019","122.352,59","120.531,95","123.137,37","120.023,56","1,35B","1,56%"
"16.01.2019","120.476,45","117.514,39","120.495,41","117.068,43","1,19B","2,73%"
"15.01.2019","117.275,82","116.508,54","117.421,39","116.335,80","792,23M","1,33%"
"14.01.2019","115.741,37","114.033,56","115.741,37","113.487,17","628,89M","0,51%"
"11.01.2019","115.158,32","114.860,55","115.599,49","114.577,51","586,65M","0,61%"
"10.01.2019","114.454,65","114.612,20","115.368,36","113.804,20","715,50M","-0,07%"
"09.01.2019","114.530,07","114.440,77","114.891,30","113.742,69","845,93M","0,46%"
"08.01.2019","114.008,77","113.326,20","114.125,82","112.196,53","715,42M","0,99%"
"07.01.2019","112.893,95","112.205,45","113.282,89","111.940,43","701,63M","1,34%"
"04.01.2019","111.396,53","110.120,95","111.782,48","110.120,95","693,41M","1,75%"
"03.01.2019","109.484,98","110.508,14","112.225,16","109.484,98","687,41M","-1,48%"
"02.01.2019","111.130,62","113.944,58","113.952,00","110.816,49","558,95M","-2,81%"
"31.12.2018","114.342,94","113.715,73","114.407,21","113.105,06","260,58M","0,87%"
"28.12.2018","113.351,54","114.403,75","114.865,36","112.962,21","385,98M","-0,67%"
"27.12.2018","114.116,61","115.023,65","115.206,70","113.731,55","403,66M","0,13%"
"26.12.2018","113.966,51","114.106,36","114.459,13","113.506,42","199,44M","0,24%"
"25.12.2018","113.699,18","113.933,90","114.273,05","113.292,38","248,97M","-0,81%"
"24.12.2018","114.632,59","115.434,37","115.861,02","114.601,26","410,69M","-0,42%"
"21.12.2018","115.120,10","115.003,47","115.629,01","113.817,54","696,94M","-0,00%"
"20.12.2018","115.122,04","115.154,46","115.833,60","114.422,63","677,89M","-0,82%"
"19.12.2018","116.068,69","114.528,92","116.085,06","114.138,58","713,09M","1,65%"
"18.12.2018","114.189,81","112.220,72","114.189,81","112.083,73","611,63M","1,39%"
"17.12.2018","112.621,12","113.268,40","113.895,03","112.430,25","434,69M","-0,50%"
"14.12.2018","113.191,70","113.801,22","114.011,41","111.607,58","659,92M","-0,88%"
"13.12.2018","114.195,59","113.086,61","114.359,25","112.958,56","636,76M","1,56%"
"12.12.2018","112.441,72","115.065,78","115.351,32","112.390,09","851,46M","-1,86%"
"11.12.2018","114.577,49","115.266,64","115.605,71","114.393,90","661,11M","-0,39%"
"10.12.2018","115.028,28","116.337,76","116.582,52","114.965,73","577,20M","-1,65%"
"07.12.2018","116.962,91","116.630,67","117.115,08","116.191,36","595,80M","1,10%"
"06.12.2018","115.692,58","116.553,26","116.987,16","115.087,23","663,31M","-1,28%"
"05.12.2018","117.193,92","115.962,42","117.519,48","115.699,13","832,85M","0,02%"
"04.12.2018","117.174,69","118.240,08","119.448,94","116.678,27","921,90M","-1,36%"
"03.12.2018","118.788,12","120.562,66","121.176,85","118.788,12","1,02B","-0,45%"
"30.11.2018","119.324,90","118.876,78","119.324,90","118.126,71","1,06B","0,38%"
"29.11.2018","118.867,82","118.819,73","119.518,60","118.458,10","804,92M","1,04%"
"28.11.2018","117.643,57","117.310,19","118.417,70","117.310,19","701,32M","0,57%"
"27.11.2018","116.977,85","117.772,84","118.058,22","116.404,31","818,95M","-0,73%"
"26.11.2018","117.842,57","117.332,90","118.632,29","117.234,76","893,08M","1,04%"
"23.11.2018","116.632,08","116.013,40","116.632,08","115.288,39","501,18M","0,47%"
"22.11.2018","116.087,43","116.239,27","116.561,25","115.105,12","503,60M","-0,09%"
"21.11.2018","116.195,52","115.327,37","116.195,52","114.755,30","722,41M","1,16%"
"20.11.2018","114.857,75","118.220,12","118.437,41","114.711,01","914,00M","-3,18%"
"19.11.2018","118.631,38","117.284,87","118.693,75","117.284,87","680,95M","1,02%"
"16.11.2018","117.432,60","117.660,63","118.424,96","116.273,06","671,99M","0,35%"
"15.11.2018","117.023,48","117.442,71","118.061,37","116.280,39","909,14M","-0,15%"
"14.11.2018","117.204,76","115.925,48","117.777,74","115.230,67","1,04B","0,84%"
"13.11.2018","116.229,85","114.534,90","116.776,29","114.204,54","850,21M","1,58%"
"12.11.2018","114.424,67","116.239,25","117.183,30","114.424,67","696,50M","-1,39%"
"09.11.2018","116.042,35","116.617,73","117.073,87","115.182,04","850,92M","-0,68%"
"08.11.2018","116.832,12","119.639,67","119.770,62","116.535,74","1,04B","-2,35%"
"07.11.2018","119.639,99","118.457,77","120.381,60","117.866,47","966,14M","0,87%"
"06.11.2018","118.603,13","120.382,45","120.555,61","117.784,16","1,05B","-1,30%"
"05.11.2018","120.168,46","118.147,10","120.168,46","117.112,29","1,04B","2,14%"
"02.11.2018","117.649,87","115.498,34","118.320,52","115.498,34","1,19B","1,98%"
"01.11.2018","115.366,05","112.481,41","115.426,92","112.062,13","845,29M","2,58%"
"31.10.2018","112.459,25","112.765,32","114.637,55","111.084,76","967,27M","0,26%"
"30.10.2018","112.173,08","113.325,85","114.039,60","110.279,28","863,27M","-0,65%"
"26.10.2018","112.911,96","117.184,15","117.257,27","112.911,96","707,06M","-3,41%"
"25.10.2018","116.895,47","114.608,70","116.895,47","114.330,91","832,74M","1,53%"
"24.10.2018","115.133,14","116.735,64","117.093,70","115.133,14","762,95M","-0,93%"
"23.10.2018","116.209,73","116.732,77","117.415,77","114.833,46","975,48M","-1,21%"
"22.10.2018","117.627,60","120.871,20","121.122,80","117.627,60","763,07M","-1,86%"
"19.10.2018","119.852,90","121.717,77","121.872,68","119.668,99","868,45M","-1,18%"
"18.10.2018","121.278,33","123.209,33","123.447,77","120.904,16","936,26M","-1,64%"
"17.10.2018","123.303,71","123.638,34","124.051,04","121.961,10","1,17B","0,54%"
"16.10.2018","122.642,83","122.733,55","123.631,00","121.862,91","1,11B","-0,21%"
"15.10.2018","122.901,85","121.200,17","123.497,84","121.182,39","1,27B","2,15%"
"12.10.2018","120.310,30","119.136,93","121.201,66","115.927,68","1,47B","2,07%"
"11.10.2018","117.872,26","116.836,38","118.321,33","116.170,40","931,02M","0,33%"
"10.10.2018","117.482,16","120.833,75","120.957,49","117.482,16","1,10B","-2,44%"
"09.10.2018","120.415,57","119.787,27","120.891,35","118.593,10","1,23B","0,90%"
"08.10.2018","119.336,28","116.451,90","119.489,01","116.003,35","1,14B","1,53%"
"05.10.2018","117.536,56","116.858,42","117.712,03","115.349,68","1,01B","0,33%"
"04.10.2018","117.152,17","120.102,73","120.132,31","117.141,43","1,04B","-2,61%"
"03.10.2018","120.297,10","121.614,95","122.299,77","120.049,80","1,07B","-1,03%"
"02.10.2018","121.548,57","121.862,43","122.256,22","120.469,65","1,06B","-0,40%"
"01.10.2018","122.032,01","124.045,57","124.875,34","122.032,01","1,38B","-1,55%"
"28.09.2018","123.951,04","124.509,17","124.651,27","122.941,57","1,66B","-0,33%"
"27.09.2018","124.359,97","122.827,56","124.895,80","122.578,37","1,71B","1,14%"
"26.09.2018","122.963,31","123.453,75","123.763,28","121.608,02","965,11M","-0,18%"
"25.09.2018","123.180,19","124.289,54","124.398,68","122.203,51","1,38B","-0,32%"
"24.09.2018","123.572,50","121.737,97","123.575,75","121.051,55","1,54B","1,79%"
"21.09.2018","121.402,02","119.345,74","121.402,02","119.345,74","980,23M","2,23%"
"20.09.2018","118.751,49","119.843,24","120.402,90","117.989,68","1,53B","-0,52%"
"19.09.2018","119.370,00","117.815,74","119.570,96","117.380,38","1,09B","2,00%"
"18.09.2018","117.029,98","116.904,58","117.740,13","116.664,22","703,88M","0,51%"
"17.09.2018","116.432,55","116.409,27","117.300,81","115.680,47","803,53M","-0,39%"
"14.09.2018","116.889,26","117.559,71","118.927,55","116.399,62","1,25B","0,42%"
"13.09.2018","116.395,28","113.551,91","116.667,82","112.368,39","1,24B","2,45%"
"12.09.2018","113.612,28","114.328,17","115.314,82","113.259,87","740,51M","-0,16%"
"11.09.2018","113.792,85","113.029,42","114.200,63","112.496,64","584,10M","0,87%"
"10.09.2018","112.807,71","114.941,94","115.096,83","112.787,00","660,71M","-1,56%"
"07.09.2018","114.590,98","114.334,42","115.148,80","113.504,58","680,27M","0,67%"
"06.09.2018","113.832,26","114.412,46","115.696,36","113.832,26","538,72M","-0,17%"
"05.09.2018","114.030,97","114.405,27","115.254,38","113.437,44","727,64M","-0,47%"
"04.09.2018","114.571,22","116.040,22","116.336,45","114.190,46","626,94M","-0,90%"
"03.09.2018","115.616,16","113.740,74","116.697,99","113.620,67","795,49M","1,05%"
"31.08.2018","114.410,36","115.704,77","115.926,22","113.740,62","757,27M","-0,86%"
"29.08.2018","115.401,07","115.574,18","116.741,74","114.808,67","783,97M","-0,74%"
"28.08.2018","116.260,56","112.838,62","116.411,00","112.414,30","897,07M","2,98%"
"27.08.2018","112.901,08","112.696,13","112.990,97","111.323,32","662,21M","1,06%"
"20.08.2018","111.711,66","110.242,26","112.233,52","110.172,82","289,98M","1,58%"
"17.08.2018","109.975,39","106.605,47","110.019,17","104.259,82","1,05B","2,42%"
"16.08.2018","107.372,28","113.030,39","113.134,91","107.372,28","1,23B","-3,66%"
"15.08.2018","111.448,95","117.444,35","117.664,93","111.147,66","1,33B","-3,26%"
"14.08.2018","115.209,84","117.098,41","117.905,44","114.439,69","1,38B","0,74%"
"13.08.2018","114.364,90","116.164,93","116.164,93","109.382,48","2,02B","-2,57%"
"10.08.2018","117.375,79","118.023,20","121.045,20","109.734,36","1,75B","-2,15%"
"09.08.2018","119.951,05","117.728,34","122.024,41","117.506,15","1,73B","0,28%"
"08.08.2018","119.619,52","118.856,36","120.102,42","118.418,57","920,31M","0,78%"
"07.08.2018","118.689,57","116.514,71","119.040,68","116.330,06","1,03B","2,38%"
"06.08.2018","115.930,88","117.284,87","117.573,44","115.182,76","856,88M","-1,55%"
"03.08.2018","117.758,25","116.599,94","118.455,34","116.599,94","881,30M","0,91%"
"02.08.2018","116.698,90","117.764,42","117.764,42","116.156,42","827,67M","-2,68%"
"01.08.2018","119.907,83","119.677,86","120.194,22","118.564,48","788,35M","0,38%"
"31.07.2018","119.450,45","117.822,73","119.701,06","117.648,84","790,98M","1,09%"
"30.07.2018","118.166,40","117.167,07","118.379,51","116.532,44","688,39M","0,55%"
"27.07.2018","117.514,77","116.618,25","118.023,56","116.002,79","837,11M","0,88%"
"26.07.2018","116.489,04","117.720,11","118.893,59","114.782,89","1,14B","-0,61%"
"25.07.2018","117.203,51","113.207,11","117.816,42","112.960,06","1,19B","3,78%"
"24.07.2018","112.932,26","117.404,00","117.441,03","112.638,77","1,08B","-3,56%"
"23.07.2018","117.107,01","115.543,29","118.023,14","115.543,29","746,73M","1,44%"
"20.07.2018","115.446,38","114.565,39","115.621,93","113.891,99","681,43M","1,03%"
"19.07.2018","114.264,38","114.051,49","114.670,13","113.292,26","863,13M","0,67%"
"18.07.2018","113.505,96","112.575,68","113.514,40","111.009,96","1,19B","0,90%"
"17.07.2018","112.494,89","110.029,21","112.504,35","109.944,38","1,03B","2,29%"
"16.07.2018","109.973,28","111.359,78","111.742,59","109.241,38","843,01M","-0,32%"
"13.07.2018","110.326,83","110.620,51","111.902,91","109.637,80","795,21M","0,15%"
"12.07.2018","110.157,79","112.736,31","113.609,32","108.301,04","1,46B","-1,81%"
"11.07.2018","112.183,34","117.038,89","117.038,89","112.042,39","1,40B","-5,14%"
"10.07.2018","118.263,23","120.085,56","121.061,14","117.704,67","1,27B","-3,17%"
"09.07.2018","122.137,50","122.578,11","124.289,59","121.497,24","956,52M","0,59%"
"06.07.2018","121.422,40","121.953,12","122.647,60","120.521,09","803,84M","-0,25%"
"05.07.2018","121.724,83","119.678,32","121.916,23","119.678,32","819,55M","2,06%"
"04.07.2018","119.266,43","118.640,43","119.526,38","118.052,13","588,27M","0,73%"
"03.07.2018","118.401,12","118.766,93","119.402,22","118.170,85","649,65M","-0,03%"
"02.07.2018","118.441,56","117.499,22","119.002,42","116.900,50","673,69M","0,29%"
"29.06.2018","118.103,89","118.814,74","119.545,70","117.825,03","671,25M","0,02%"
"28.06.2018","118.083,16","117.492,66","119.012,52","117.036,65","736,26M","0,29%"
"27.06.2018","117.742,40","115.786,98","118.079,08","115.541,90","856,64M","1,67%"
"26.06.2018","115.806,90","115.216,49","116.698,77","114.968,45","654,07M","0,54%"
"25.06.2018","115.181,91","121.713,30","121.882,96","114.297,63","972,31M","-1,99%"
"22.06.2018","117.515,81","117.142,84","117.998,61","115.746,83","533,04M","0,82%"
"21.06.2018","116.559,72","116.203,43","117.059,20","115.754,49","565,39M","0,40%"
"20.06.2018","116.090,07","115.724,70","117.026,98","114.982,36","639,78M","0,04%"
"19.06.2018","116.040,02","113.607,88","116.429,82","113.217,65","692,36M","1,61%"
"18.06.2018","114.197,46","115.905,01","115.905,01","113.819,95","505,17M","-1,85%"
"14.06.2018","116.354,08","114.806,28","117.452,83","114.086,60","351,33M","1,07%"
"13.06.2018","115.120,51","116.493,23","117.558,07","114.875,26","603,87M","-1,72%"
"12.06.2018","117.136,99","118.535,46","118.854,65","116.642,43","656,23M","-1,41%"
"11.06.2018","118.806,48","117.672,29","119.502,66","114.614,33","887,68M","0,98%"
"08.06.2018","117.651,46","120.837,01","120.837,01","117.335,45","785,87M","-3,11%"
"07.06.2018","121.429,34","118.257,72","121.567,84","117.839,39","892,01M","2,35%"
"06.06.2018","118.639,20","120.417,90","120.554,42","116.497,40","799,97M","-1,04%"
"05.06.2018","119.891,28","122.144,54","122.484,93","119.750,51","568,66M","-1,45%"
"04.06.2018","121.649,14","121.860,30","123.459,94","121.288,31","621,38M","-0,11%"
"01.06.2018","121.786,95","123.761,62","123.862,73","120.347,88","928,67M","-1,51%"
"31.05.2018","123.648,55","128.370,83","128.520,94","123.648,55","846,42M","-3,34%"
"30.05.2018","127.923,32","129.565,93","130.604,64","127.729,06","676,60M","-1,39%"
"29.05.2018","129.732,42","130.774,09","130.774,09","128.719,25","584,91M","-1,49%"
"28.05.2018","131.700,95","129.228,20","131.700,95","129.120,06","639,39M","3,19%"
"25.05.2018","127.631,74","125.622,88","127.838,76","125.003,58","717,37M","2,29%"
"24.05.2018","124.775,38","127.245,99","128.191,37","124.412,22","884,96M","-0,77%"
"23.05.2018","125.746,33","126.786,94","127.660,23","125.103,77","817,05M","-1,34%"
"22.05.2018","127.460,60","126.583,65","128.075,79","126.057,55","707,37M","1,16%"
"21.05.2018","126.001,27","125.790,88","127.242,20","125.463,79","539,37M","-0,09%"
"18.05.2018","126.112,71","125.682,39","126.815,73","125.395,66","529,50M","0,50%"
"17.05.2018","125.479,32","126.568,89","126.693,04","125.002,40","643,01M","-0,31%"
"16.05.2018","125.866,56","124.992,56","126.674,70","123.735,17","772,81M","0,78%"
"15.05.2018","124.896,10","125.647,58","126.634,76","124.353,97","746,41M","-1,74%"
"14.05.2018","127.113,39","124.924,66","127.502,88","124.695,14","539,80M","1,64%"
"11.05.2018","125.061,30","126.000,62","126.424,21","124.242,62","599,29M","-0,66%"
"10.05.2018","125.886,10","124.344,08","125.886,10","121.836,27","711,08M","1,74%"
"09.05.2018","123.729,01","120.925,57","124.853,02","120.166,76","736,01M","1,75%"
"08.05.2018","121.595,92","123.726,18","124.035,29","120.944,25","776,32M","-1,13%"
"07.05.2018","122.979,71","125.317,32","125.449,35","122.606,47","523,84M","-1,82%"
"04.05.2018","125.254,74","125.445,84","126.242,99","123.901,90","807,93M","-0,32%"
"03.05.2018","125.662,74","127.905,00","128.209,62","125.267,21","786,07M","-1,81%"
